manufacturer,model_name,category,screen_size_inches,screen,cpu,cpu_manufacturer,cpu_speed,ram_gb,storage_1_type,storage_1_capacity_gb,storage_2_type,storage_2_capacity_gb,gpu,gpu_manufacturer,os,os_version,weight_kg,screen_resolution,price_euros
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce GTX 950M,,No OS,Version Unknown,2.45,1366x768,579.0
Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,1.0,,,Intel HD Graphics 520,,Windows,10,1.7,1920x1080,1096.0
Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.37,1366x768,849.9
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 540,,Windows,10,1.3,3200x1800,1199.0
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.2,1920x1080,1099.0
HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M1000M,,Windows,7,2.59,1920x1080,1561.0
Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.42,3840x2160,2868.99
Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.1,1366x768,599.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.5,1920x1080,1048.0
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8,Intel,,16.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.18,1920x1080,1859.0
Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 615,,Chrome OS,,1.1,2400x1600,1559.0
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.2,3200x1800,1129.0
Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,1.65,1366x768,849.0
Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.6,1366x768,655.0
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920MX,,Windows,10,2.8,1366x768,470.34
Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 960M,,Windows,10,2.72,3840x2160,1099.0
Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.31,1920x1080,1599.0
Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 505,,Linux,,2.1,1366x768,298.0
Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,256.0,,,AMD Radeon R7 M445,,Windows,10,2.3,1920x1080,1181.27
Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,256.0,,,AMD Radeon 540,,Windows,10,1.71,1920x1080,1799.0
Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 520,,Windows,10,1.75,1366x768,1020.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.62,1920x1080,1099.0
HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.26,1366x768,1244.0
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,12.0,HDD,2000.0,,,Nvidia GeForce 940MX,,Windows,10,2.3,1920x1080,839.0
Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7,Intel,,16.0,SSD,512.0,,,Nvidia Quadro M2000M,,Windows,7,2.5,3840x2160,2370.0
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.8,1920x1080,636.0
Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1060,,Windows,10,1.95,1920x1080,2899.0
Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 505,,Windows,10,2.0,1920x1080,581.9
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,32.0,SSD ,1000.0,HDD,1000.0,Nvidia GeForce GTX 1070M,,Windows,10,4.42,1920x1080,3588.8
Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.3,1920x1080,2350.0
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6,Intel,,16.0,SSD,512.0,,,Nvidia GeForce 930M,,Windows,10,1.47,1920x1080,1764.0
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 405,,No OS,Version Unknown,2.2,1366x768,329.0
Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.7,1920x1080,2299.0
MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,1.6,1920x1080,1891.0
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1050,,Windows,10,2.2,1920x1080,1089.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.4,1920x1080,999.0
Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,4.2,1920x1080,2299.0
Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.62,1920x1080,985.0
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX1060,,Windows,10,2.24,1920x1080,1339.0
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,1920x1080,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.22,1920x1080,202.9
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.37,1920x1080,1970.0
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,AMD Radeon R7 M460,,Windows,10,2.08,1920x1080,959.0
Apple,"MacBook 12""",Ultrabook,12.0,IPS Panel Retina Display 2304x1440,Intel Core M 1.2,Intel,,8.0,Flash Storage,512.0,,,Intel HD Graphics 5300,,macOS,X,0.92,2304x1440,1165.0
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,IPS Panel Touchscreen 2560x1440,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.42,2560x1440,2330.0
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Windows,10,1.63,1366x768,299.0
Dell,Latitude 3580,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.95,1366x768,810.0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.38,1920x1080,1349.0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,8.0,SSD,256.0,,,AMD Radeon R5 M420X,,Windows,10,2.0,1920x1080,739.0
HP,ZBook 17,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia Quadro M2200,,Windows,10,3.14,1920x1080,2064.9
Asus,Pro P2540UA-XS51,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.37,1920x1080,1099.0
Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.29,1920x1080,1499.0
Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.06,3840x2160,1749.0
Dell,Latitude 3180,Netbook,11.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 505,,Windows,10,1.63,1366x768,744.0
HP,EliteBook 820,Netbook,12.5,1366x768,Intel Core i5 7300U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.26,1366x768,1389.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,780.0
HP,15-ba043na (A12-9700P/8GB/2TB/W10),Notebook,15.6,1366x768,AMD A12-Series 9700P 2.5,AMD,,8.0,HDD,2000.0,,,AMD Radeon R7 Graphics,,Windows,10,2.04,1366x768,629.0
Dell,Inspiron 7567,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD,512.0,,,Nvidia GeForce GTX 1050 Ti,,Windows,10,2.62,3840x2160,1679.0
Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920M,,Windows,10,2.4,1920x1080,609.0
HP,Omen 17-an012dx,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,12.0,HDD,1000.0,,,AMD Radeon RX 580,,Windows,10,3.74,1920x1080,1749.0
MSI,GE72MVR 7RG,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,2.9,1920x1080,2415.0
Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,0.81,1920x1080,1499.0
Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GT 940MX,,Windows,10,1.98,1920x1080,961.0
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,AMD Radeon R5 M420,,Windows,10,2.18,1920x1080,789.81
Lenovo,Thinkpad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.32,1920x1080,1859.0
Razer,Blade Stealth,Ultrabook,12.5,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7500U 2.5,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.29,3840x2160,1799.0
HP,Chromebook 11,Netbook,11.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,Flash Storage,16.0,,,Intel HD Graphics 400,,Chrome OS,,1.23,1366x768,385.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,4.36,1920x1080,2505.02
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,1.76,1366x768,755.0
Lenovo,V110-15ISK (i3-6006U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.1,1366x768,489.9
Toshiba,Tecra X40-D-10Z,Ultrabook,14.0,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.25,1366x768,1090.0
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 620,,Windows,10,1.13,1920x1080,2499.0
MSI,GL62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 1050,,Windows,10,2.4,1920x1080,1199.0
Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,Flash Storage,256.0,,,Intel HD Graphics 620,,Windows,10,1.13,1920x1080,1875.0
Toshiba,Satellite Pro,Notebook,14.0,1366x768,Intel Pentium Dual Core 4405U 2.1,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 510,,Windows,10,1.75,1366x768,499.0
Asus,ZenBook Flip,2 in 1 Convertible,13.3,Touchscreen / Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.1,1920x1080,1358.0
Dell,Latitude 3480,Notebook,14.0,1366x768,Intel Core i3 6006U 2,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,1.76,1366x768,585.0
Acer,Chromebook 11,Netbook,11.6,IPS Panel 1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 400,,Chrome OS,,1.35,1366x768,355.0
Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.5,1920x1080,619.0
Razer,Blade Pro,Gaming,17.3,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7820HK 2.9,Intel,,32.0,SSD,512.0,,,Nvidia GeForce GTX 1080,,Windows,10,3.49,3840x2160,5499.0
Lenovo,Thinkpad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6600U 2.6,Intel,,16.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,1.1,2560x1440,2099.0
Asus,VivoBook Max,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,1000.0,,,Nvidia GeForce 920,,Linux,,2.1,1920x1080,519.0
Lenovo,Thinkpad T460,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.7,1920x1080,1186.0
Lenovo,ThinkPad T470s,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300U 2.6,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.32,1920x1080,1650.0
Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,3.21,1920x1080,2774.63
Asus,Rog GL702VS-BA023T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,256.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,2.9,1920x1080,2419.0
Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.0,1366x768,669.0
Lenovo,N42-20 Chromebook,Notebook,14.0,1366x768,Intel Celeron Quad Core N3160 1.6,Intel,,4.0,Flash Storage,16.0,,,Intel HD Graphics 400,,Chrome OS,,1.5,1366x768,325.0
Asus,R558UA-DM966T (i5-7200U/8GB/128GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,128.0,,,Intel HD Graphics 620,,Windows,10,2.3,1920x1080,590.0
Asus,Rog GL702VM-GC017T,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6700HQ 2.6,Intel,,16.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.73,1920x1080,1799.0
Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,32.0,SSD ,512.0,HDD,1000.0,Nvidia GeForce GTX 1070,,Windows,10,4.42,1920x1080,3072.89
HP,ProBook 470,Notebook,17.3,1600x900,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce 930MX,,Windows,10,2.63,1600x900,910.0
Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,2.18,1366x768,713.99
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,7,1.54,1920x1080,1870.0
Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,4.0,SSD,256.0,,,AMD Radeon R5 M420,,Windows,10,2.18,1920x1080,739.0
HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1,Intel,,4.0,Flash Storage,32.0,,,Intel HD Graphics 500,,Chrome OS,,1.4,1366x768,615.0
Asus,ZenBook UX310UQ-GL026T,Ultrabook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,512.0,,,Nvidia GeForce 940M,,Windows,10,1.45,1920x1080,1026.0
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.28,1920x1080,2277.0
HP,EliteBook 840,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 6500U 2.5,Intel,,8.0,SSD,512.0,,,Intel HD Graphics 520,,Windows,10,1.54,1920x1080,1468.0
HP,250 G6,Notebook,15.6,1366x768,Intel Celeron Dual Core N3060 1.6,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 400,,No OS,Version Unknown,1.86,1366x768,299.0
Asus,Rog GL502VM-DS74,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,16.0,SSD ,128.0,HDD,1000.0,Nvidia GeForce GTX 1060,,Windows,10,2.1,1920x1080,1899.0
Dell,Inspiron 5767,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,HDD,1000.0,,,AMD Radeon R7 M445,,Linux,,2.83,1920x1080,865.0
Lenovo,ThinkPad T470p,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GT 940MX,,Windows,10,1.96,1920x1080,1903.0
Asus,K556UR-DM621T (i7-7500U/8GB/256GB/GeForce,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Nvidia GeForce GTX 930MX,,Windows,10,2.3,1920x1080,787.0
Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.9,1920x1080,945.0
Asus,X541NA (N4200/4GB/1TB/W10),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 505,,Windows,10,2.0,1366x768,449.0
HP,EliteBook x360,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.28,1920x1080,2559.0
Dell,Inspiron 5368,Notebook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 6200U 2.3,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 520,,Windows,10,1.62,1920x1080,649.0
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 520,,No OS,Version Unknown,2.2,1920x1080,469.0
Lenovo,ThinkPad E570,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,HDD,1000.0,,,Intel HD Graphics 620,,Windows,10,2.3,1920x1080,850.66
HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6,Intel,,8.0,SSD,256.0,,,AMD Radeon R7 M465,,Windows,10,1.84,1920x1080,1349.0
Toshiba,Portege X30-D-10X,Notebook,13.3,Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,4.0,SSD,128.0,,,Intel HD Graphics 620,,Windows,10,1.05,1920x1080,1285.0
Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5,Intel,,8.0,HDD,1000.0,,,Nvidia GeForce GTX 1050,,No OS,Version Unknown,2.5,1920x1080,1017.0
Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i7 7660U 2.5,Intel,,16.0,SSD,512.0,,,Intel Iris Plus Graphics 640,,Windows,10,1.29,3200x1800,2240.0
HP,Probook 450,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 520,,Windows,10,2.07,1920x1080,910.0
Toshiba,Portйgй Z30-C-188,Ultrabook,13.3,1366x768,Intel Core i5 6200U 2.3,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 520,,Windows,10,1.2,1366x768,1095.0
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.37,1920x1080,1950.0
Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.56,1920x1080,902.0
Dell,Precision 3520,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8,Intel,,8.0,HDD,1000.0,,,Nvidia Quadro M620,,Windows,10,2.23,1920x1080,1778.0
Lenovo,ThinkPad L570,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5,Intel,,4.0,HDD,500.0,,,Intel HD Graphics 620,,Windows,10,2.38,1366x768,1055.0
Lenovo,IdeaPad 110-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2,Intel,,4.0,HDD,1000.0,,,AMD Radeon R5 M430,,No OS,Version Unknown,2.2,1920x1080,479.0
Toshiba,Tecra A50-D-11D,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,2.0,1920x1080,1388.0
Lenovo,Thinkpad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4,Intel,,4.0,SSD,1.0,,,Intel HD Graphics 620,,Windows,10,1.44,1920x1080,735.0
Samsung,Notebook 9,Ultrabook,15.0,Full HD 1920x1080,Intel Core i7 7500U 2.7,Intel,,16.0,SSD,256.0,,,Nvidia GeForce 940MX,,Windows,10,1.23,1920x1080,1849.0
Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8,Intel,,8.0,SSD,256.0,,,Intel HD Graphics 620,,Windows,10,1.6,1920x1080,1690.0
Asus,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1,Intel,,4.0,HDD,1000.0,,,Intel HD Graphics 505,,Linux,,2.0,1366x768,398.99
